,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Type,Size,Weekly_Sales,markdown,Dep_type,Week
115157,43.88,3.551,210.8364551,7.082000000000001,0,3,203742,109824.93,0,5,44
115174,29.59,3.3360000000000003,136.66526499999998,8.021,1,3,204184,51523.61,0,2,52
115188,45.5,2.843,211.12479930000003,8.163,0,3,202307,73173.18,0,3,49
115191,33.16,2.6710000000000003,126.4962581,8.316,1,3,219622,126969.69,0,5,6
115198,59.52,3.2880000000000003,213.47753050000003,8.027999999999999,0,3,203750,84401.16,0,5,9
115221,61.24,3.13,126.5461613,9.003,0,2,126512,76026.62,0,5,45
115233,54.42,3.864,131.03754840000002,9.575,0,3,158114,50282.04,1,5,14
115236,86.2,2.6189999999999998,211.2241759,8.099,0,1,42988,53577.5,0,5,34
115237,50.01,3.2030000000000003,126.7934,11.081,0,3,206302,59686.58,0,5,49
115253,35.49,3.611,136.53351609999999,7.8660000000000005,0,2,123737,54997.56,1,5,50
115264,40.32,3.7960000000000003,133.8492258,7.771,0,3,203819,64045.79,0,5,11
115274,75.53,3.863,138.1437742,8.953,0,3,203819,80841.67,1,5,32
115279,76.03,4.171,131.136,11.081,0,1,39690,51624.92,1,5,18
115300,10.91,3.2430000000000003,133.1059677,5.114,0,2,114533,55800.46,0,5,4
115315,65.48,3.85,138.1101935,8.304,0,2,120653,60006.95,1,5,21
115318,45.9,3.065,136.83490319999999,8.021,0,3,204184,168329.47,0,5,45
115376,85.63,3.575,214.1083654,8.177,0,1,39910,57495.67,0,5,28
115384,39.69,2.5140000000000002,210.9451605,8.324,0,3,202307,136044.84,0,5,7
115386,67.08,2.8369999999999997,136.6317821,7.982,0,3,204184,64216.88,0,5,38
115389,64.9,3.487,213.1096787,8.395,0,3,39910,55398.69,0,5,11
115402,53.69,3.821,185.5339821,8.521,0,3,200898,175531.22,0,5,15
115407,52.27,3.722,130.38490320000002,11.081,1,1,39690,93759.35,1,5,6
115415,80.62,3.5260000000000002,215.6944378,7.852,0,3,203750,134330.44,0,5,37
115422,62.62,3.498,194.94597240000002,8.513,0,3,203007,50944.57,0,5,40
115434,32.43,3.638,207.88230430000002,7.287000000000001,0,3,203742,78921.65,0,5,13
115443,28.11,3.07,132.8369333,8.149,1,3,152513,58809.11,0,5,47
115444,62.97,3.9619999999999997,208.6386,7.287000000000001,0,3,203742,105987.08,0,5,17
115446,57.85,2.6889999999999996,211.61350530000004,8.163,0,3,202307,89291.66,0,5,44
115448,60.11,2.793,190.5713264,7.335,0,3,196321,62422.26,0,5,38
115449,49.73,3.9960000000000004,190.68517119999998,8.567,0,2,118221,53412.57,1,5,14
115455,59.07,3.759,130.8966452,4.607,0,3,205863,61407.04,1,5,12
115458,88.52,4.124,130.93254840000003,10.925999999999998,1,1,39690,50567.92,1,5,36
115476,51.07,2.735,215.1077548,6.433,1,3,155078,54219.77,0,5,47
115482,31.34,3.3089999999999997,136.597273,8.021,0,3,204184,138618.5,0,4,51
115484,21.79,3.4160000000000004,133.260871,7.771,1,3,203819,56281.38,0,5,6
115497,72.95,2.69,190.09900280000002,9.017000000000001,0,3,203007,48640.3,0,5,31
115518,24.27,3.109,204.6877378,7.484,0,3,203742,70823.49,0,3,49
115543,73.76,3.9160000000000004,139.36375,7.85,0,3,204184,144377.71,0,5,26
115550,45.35,3.9210000000000003,137.7261935,8.075,0,2,120653,49737.78,1,5,13
115556,65.04,3.5380000000000003,194.8779718,8.622,0,3,203007,57792.86,0,5,39
115561,14.5,3.24,133.18341940000002,5.114,0,2,114533,55420.87,0,5,5
115565,84.45,3.589,130.70129029999998,7.17,0,2,126512,95892.91,1,5,29
115569,87.66,2.608,210.8921319,8.099,0,3,202307,74734.81,0,5,29
115584,31.11,3.695,213.27321060000003,6.961,0,3,203742,111607.1,1,5,7
115590,22.99,3.6239999999999997,133.9587419,7.907,0,3,152513,60525.72,0,5,12
115607,68.43,3.891,221.07376380000002,6.891,0,3,202307,75970.97,1,5,14
115621,69.12,3.985,208.556714,7.287000000000001,0,3,203742,74986.21,0,5,21
115639,63.13,4.027,190.8138013,8.567,0,3,200898,48913.71,1,4,16
115649,78.47,3.5610000000000004,223.3525662,5.9639999999999995,0,3,202505,96993.13,1,5,21
115653,65.14,2.718,136.6317821,8.433,0,2,119557,54694.52,0,5,38
115655,74.04,3.748,185.9119885,8.625,0,3,200898,162085.04,0,5,26
115657,69.08,3.5380000000000003,138.22963330000002,4.377,0,3,155083,52010.58,1,5,27
115673,48.86,3.8310000000000004,131.136,6.235,0,2,93188,57307.49,1,5,18
115680,48.16,3.781,131.14996770000002,5.527,0,2,93188,95596.11,1,5,42
115688,62.09,4.027,142.85168330000002,7.542999999999999,0,2,119557,58053.96,1,5,40
115691,62.62,4.17,141.90152619999998,8.253,0,3,204184,67285.54,1,2,16
115706,24.76,3.1860000000000004,129.98454840000002,6.392,0,3,219622,234456.79,1,5,51
115707,45.67,2.886,214.7479069,6.433,0,3,155078,49260.29,0,5,51
115715,39.83,3.4130000000000003,140.528765,7.706,0,2,119557,75294.18,1,5,51
115736,78.5,3.563,129.1507742,6.877000000000001,0,3,219622,82852.93,0,2,29
115738,48.61,2.625,211.0067542,8.324,0,3,203750,84315.17,0,5,9
115753,90.78,3.8110000000000004,130.7561613,7.17,0,2,126512,98585.78,1,5,32
115770,74.04,3.748,185.9119885,8.625,0,3,200898,82917.53,0,5,26
115787,34.24,3.47,136.50306669999998,7.598,0,3,152513,107089.44,1,5,49
115788,58.97,3.6689999999999996,129.82683329999998,7.874,0,1,39690,96577.35,1,5,46
115806,39.87,3.738,136.475129,8.454,0,3,203819,76743.12,0,5,44
115811,51.29,2.886,211.06465989999998,8.163,0,3,203750,71485.59,0,3,51
115814,88.65,3.533,214.55168959999997,8.177,0,3,184109,116670.51,0,5,35
115820,66.69,3.845,224.91415209999997,5.825,0,3,155078,57664.13,1,5,13
115831,59.85,2.8710000000000004,126.1360645,8.107000000000001,0,3,219622,65803.54,0,5,22
115839,59.8,3.2969999999999997,217.6455387,7.441,0,2,140167,49266.72,1,5,45
115840,54.18,4.029,142.93761669999998,7.542999999999999,0,2,119557,56545.96,1,5,41
115852,70.97,2.8989999999999996,204.14065559999997,7.856,0,3,203742,84445.0,0,5,21
115889,46.32,3.452,211.6394306,7.082000000000001,0,3,203742,118573.49,1,5,48
115890,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,0,3,151315,117375.38,1,5,43
115892,21.07,3.282,129.8980645,6.617000000000001,0,2,93188,49784.63,1,5,50
115936,46.04,2.572,214.4248812,7.367999999999999,0,3,207499,114462.11,0,3,5
115949,64.61,3.906,215.7960035,7.682,0,3,151315,67932.66,0,5,18
115966,49.01,3.157,219.71425809999997,7.348,0,3,151315,91629.16,1,5,1
115974,87.65,3.73,222.0747635,6.565,1,3,202307,66273.96,1,5,36
115978,85.77,3.6510000000000002,215.4222784,7.962000000000001,0,3,151315,49585.06,0,5,29
115984,51.42,3.717,140.41278569999997,7.906000000000001,0,3,204184,68521.98,1,5,46
115986,76.57,3.61,142.2337569,7.752999999999999,0,2,119557,59979.14,1,5,29
115995,54.2,4.211,134.593,7.6579999999999995,0,3,203819,97239.65,0,5,19
115997,62.62,4.17,141.90152619999998,8.253,0,3,204184,65313.23,1,5,16
116004,33.59,3.827,137.4238966,8.075,0,2,120653,57581.89,1,5,9
116006,67.97,3.594,223.4257233,6.5729999999999995,0,3,151315,88474.51,1,5,42
116021,70.15,3.7039999999999997,208.902476,7.274,0,3,203742,75030.05,0,5,34
116052,25.55,3.523,136.753,7.4670000000000005,0,3,152513,57679.97,1,5,2
116067,81.1,2.654,126.1266,7.896,0,3,205863,60556.19,0,5,25
116094,64.12,3.701,138.20338710000001,7.405,0,3,152513,78764.22,1,5,30
116099,62.62,2.958,181.8538486,8.899,0,3,200898,166187.09,0,5,20
116110,25.3,2.742,191.0121805,7.507999999999999,1,3,196321,52020.31,0,5,47
116120,48.69,3.636,192.5234638,8.595,0,3,203007,49200.69,0,5,16
116126,51.51,3.3810000000000002,127.85912900000001,8.744,1,2,126512,92340.09,0,5,6
116129,66.93,2.78,210.0505833,8.2,0,3,203750,64069.4,0,5,17
116141,65.71,3.595,129.1846452,6.745,0,2,93188,80554.48,0,5,31
116152,27.89,3.1289999999999996,196.9499007,6.5889999999999995,0,3,196321,54130.76,1,5,8
116175,83.15,2.623,211.10038540000002,7.787000000000001,0,3,151315,66316.42,0,5,28
116201,61.33,3.2969999999999997,219.5631135,6.551,0,3,202505,48783.32,1,5,45
116210,78.5,3.563,129.1507742,6.877000000000001,0,3,219622,82866.55,0,5,29
116212,46.66,3.112,218.9995495,7.441,0,3,202307,185383.54,1,3,51
116214,54.95,2.8989999999999996,135.82725,9.051,0,2,103681,49791.59,0,5,15
116251,73.67,3.742,214.5513278,7.138999999999999,0,3,203742,152730.05,1,5,22
116287,42.7,3.667,130.7413793,9.652999999999999,0,3,158114,69687.19,1,5,10
116292,67.21,3.9730000000000003,134.85516130000002,4.781000000000001,0,2,114533,64396.98,0,5,22
116295,59.61,3.045,214.77752310000002,6.858,0,3,202505,50904.79,0,5,7
116302,92.32,3.638,215.25932110000002,7.852,0,3,203750,136060.96,0,5,32
116306,29.99,3.0580000000000003,130.31445159999998,6.403,0,2,93188,48255.13,1,3,4
116344,71.24,3.2739999999999996,218.91098440000002,6.551,0,3,202505,65459.42,0,3,41
116365,40.65,3.489,129.82683329999998,6.392,0,3,219622,76373.07,1,3,46
116376,54.54,4.25,130.7413793,11.081,0,2,112238,47500.68,1,5,10
116396,72.52,2.847,204.4042877,7.856,0,3,203742,60426.68,0,3,22
116397,64.53,3.8339999999999996,214.95670440000004,7.28,0,2,128107,49471.69,1,5,34
116406,55.76,2.7319999999999998,209.78709320000002,8.554,0,1,39910,58196.27,0,5,12
116423,75.01,3.827,129.6938,7.874,0,2,126512,55787.23,0,3,40
116482,64.11,2.795,211.9442745,7.0920000000000005,0,3,202505,47581.75,0,5,16
116496,42.78,2.917,205.16083700000001,7.484,0,3,203742,178190.25,0,5,44
116501,76.51,3.807,142.21573850000001,8.839,0,2,103681,47901.03,1,5,33
116502,54.95,3.01,135.82725,8.058,0,3,204184,155378.81,0,5,15
116505,78.82,2.8139999999999996,126.1392,7.9510000000000005,0,3,219622,79032.6,0,5,26
116511,81.56,2.924,136.4366924,7.982,0,3,204184,135479.12,0,5,29
116521,76.1,3.717,222.2174395,6.565,0,3,203750,78451.73,1,5,37
116529,47.09,3.72,208.1092642,7.287000000000001,0,3,203742,66689.66,0,2,14
116538,39.51,3.752,133.7361429,8.252,0,3,203819,88318.52,0,5,10
116548,70.77,2.6910000000000003,189.774698,7.335,0,3,196321,49516.57,0,5,29
116550,43.32,3.72,134.17777420000002,8.975,0,2,120653,53948.54,0,5,14
116563,66.57,3.372,217.67667909999997,7.8660000000000005,0,3,151315,54994.01,0,5,43
116569,36.44,3.1489999999999996,129.8980645,5.143,0,3,205863,73671.92,1,5,50
116581,45.12,2.841,126.43641940000002,7.795,0,3,219622,109612.57,0,5,43
116599,69.76,3.105,126.38056670000002,9.524,0,2,126512,63469.93,0,5,17
116600,56.43,3.2680000000000002,223.47005519999996,6.832999999999999,0,3,207499,58888.11,1,5,3
116621,73.56,4.1930000000000005,129.04443329999998,8.494,0,2,126512,52461.31,0,4,18
116625,34.78,2.766,131.735,5.892,0,3,155083,71073.13,0,5,9
116629,51.81,3.7569999999999997,140.44479030000002,7.906000000000001,0,3,204184,68217.06,0,5,43
116635,74.17,3.285,208.78721430000002,10.148,0,1,41062,69259.21,0,5,40
116647,64.92,3.7230000000000003,197.69229199999998,6.547000000000001,0,3,196321,49645.1,1,5,24
116656,64.61,3.906,215.7960035,7.682,0,3,151315,56650.93,0,4,18
116668,81.85,3.57,129.0663,5.946000000000001,0,3,205863,90050.58,0,5,25
116692,45.14,3.3480000000000003,127.71958059999999,11.081,0,3,206302,117772.65,0,5,5
116710,61.25,4.203,138.6534,8.953,0,3,203819,50461.96,1,5,38
116716,83.0,3.699,215.27365530000003,7.682,0,3,151315,129624.28,0,5,22
116728,48.3,2.5140000000000002,214.61988680000002,7.367999999999999,0,3,207499,48095.78,0,5,7
116731,81.22,3.966,131.043,10.925999999999998,0,3,206302,79008.61,1,5,39
116742,36.6,2.885,131.9809,8.512,0,3,152513,102335.4,0,5,15
116750,73.87,3.688,221.36322119999997,6.891,0,3,202307,169818.78,1,5,19
116770,91.04,3.701,129.2015806,11.081,0,1,39690,54356.16,0,5,32
116779,90.22,3.417,221.58697990000002,6.565,0,3,202307,72420.96,1,5,31
116786,77.84,2.783,182.26044109999998,8.743,0,3,200898,55326.63,0,5,28
116823,87.57,3.5239999999999996,214.83686780000002,7.852,0,3,203750,59493.09,0,5,26
116828,52.89,3.409,218.95510019999998,7.244,1,3,184109,84550.66,1,5,6
116836,70.2,2.773,190.36216069999998,9.017000000000001,0,3,203007,86784.05,0,5,35
116837,27.7,2.8289999999999997,191.25570019999998,9.137,1,3,203007,52817.08,0,5,52
116847,74.64,3.6830000000000003,129.0490323,10.581,0,3,158114,61019.71,0,5,22
116862,73.7,3.915,135.7837419,7.806,0,3,203819,49079.98,0,5,28
116880,63.74,2.728,215.32562579999998,7.564,0,3,207499,69092.15,0,3,45
116909,69.94,3.6010000000000004,226.9239785,6.034,0,3,207499,83292.69,1,3,41
116924,84.11,2.637,211.4537719,7.808,0,3,151315,66093.15,0,5,24
116950,52.68,3.988,134.4357333,4.781000000000001,0,3,155083,52179.52,0,5,17
116967,57.65,3.963,130.7413793,7.545,0,1,39690,71930.79,1,5,10
116978,30.59,3.141,182.54459,8.724,0,2,118221,54051.13,0,5,51
116981,78.27,3.523,214.728027,7.28,0,3,203742,191882.2,1,5,28
116984,64.5,4.151,142.85168330000002,8.0,0,3,204184,104679.37,1,5,40
117025,84.5,2.653,214.6660741,7.343,0,3,207499,78611.46,0,5,25
117045,71.14,3.9419999999999997,136.183129,7.806,0,3,203819,56046.15,0,3,33
117047,64.21,3.6919999999999997,128.5121935,11.081,0,3,206302,59725.43,0,5,11
117085,66.33,2.8080000000000003,209.2691428,8.464,0,3,184109,96760.15,0,5,15
117091,25.91,3.827,137.4238966,4.377,0,2,114533,67936.43,1,5,9
117092,69.42,3.4730000000000003,214.25215730000002,8.027999999999999,0,3,202307,52536.38,0,4,12
117094,80.11,4.088,131.12666670000002,7.382000000000001,0,2,126512,56310.58,1,5,17
117110,47.31,2.572,203.06427419999997,9.521,0,1,41062,49137.6,0,2,5
117118,68.53,3.8510000000000004,139.18329169999998,8.252,0,2,119557,66551.78,0,5,25
117123,67.39,3.613,129.0894,6.745,0,2,93188,50221.56,0,5,26
117143,87.0,3.5239999999999996,216.72573880000002,6.925,0,3,202505,54135.38,0,5,26
117149,33.73,3.116,130.38490320000002,6.104,1,3,219622,58166.78,1,5,6
117160,68.43,3.62,131.0983226,4.377,0,3,205863,65436.2,1,5,20
117175,69.17,3.5060000000000002,214.7415392,8.839,0,1,41062,75010.86,1,5,43
117187,27.11,3.255,132.6764,8.275,0,3,203819,58450.18,0,5,49
117202,50.81,3.138,136.77157140000003,8.021,0,3,204184,49798.24,0,3,46
117209,63.75,3.7110000000000003,187.0295321,8.625,0,2,118221,47558.2,0,5,38
117223,65.41,2.77,210.2831653,8.2,0,3,202307,66560.0,0,5,14
117225,90.61,3.803,129.1846452,11.081,0,3,206302,88261.48,0,5,31
117264,48.77,2.74,126.60348390000001,7.896,0,3,205863,76468.66,0,5,13
117270,30.72,3.3510000000000004,132.8823226,8.252,0,3,203819,70971.83,0,5,1
117275,54.34,2.9619999999999997,126.4420645,9.765,0,2,126512,56702.8,0,4,5
117284,57.89,3.6689999999999996,222.6650998,6.132000000000001,0,3,202505,74022.18,1,5,10
117286,47.64,4.004,214.4223063,7.138999999999999,0,3,203742,50407.03,1,5,17
117306,52.77,3.236,126.87948390000001,11.081,0,2,112238,71406.9,0,4,50
117307,58.76,3.6689999999999996,221.05918870000002,7.348,0,3,151315,125840.82,1,5,10
117321,69.07,3.891,221.5102105,7.143,0,3,151315,82109.08,1,3,15
117322,86.18,2.637,211.10965430000002,8.2,0,1,42988,51199.92,0,5,24
117323,67.38,3.105,126.38056670000002,11.081,0,3,206302,56876.29,0,5,17
117324,50.26,2.885,131.9809,9.269,0,2,120653,59245.3,0,5,15
117335,60.96,2.642,126.19003329999998,7.372000000000001,0,3,205863,52942.57,0,5,38
117371,86.13,3.123,126.08545159999998,9.199,0,2,126512,130456.21,0,3,31
117382,77.49,2.8539999999999996,209.118536,8.464,0,3,184109,63807.45,0,5,19
117422,67.77,3.065,212.2912786,8.395,0,3,184109,60620.44,0,5,8
117429,84.85,3.571,222.03841090000003,6.9079999999999995,0,3,151315,149962.1,1,5,33
117430,78.26,3.4760000000000004,130.7561613,9.285,0,3,158114,53344.17,1,1,32
117433,74.04,3.748,185.9119885,8.625,0,3,200898,71178.87,0,5,26
117435,69.64,2.716,211.9088438,7.837999999999999,0,3,151315,116370.47,0,5,43
117457,77.66,3.7489999999999997,223.28005409999997,5.9639999999999995,0,3,202505,51397.0,1,5,18
117462,52.36,3.9810000000000003,134.2784667,8.212,0,3,203819,53032.6,0,2,15
117468,86.09,3.662,129.1846452,5.644,0,3,205863,159259.22,0,5,31
117469,54.41,3.8310000000000004,131.136,5.965,0,3,219622,81842.41,1,5,18
117475,47.09,3.72,208.1092642,7.287000000000001,0,3,203742,87293.96,0,5,14
117483,46.95,3.917,138.7281613,7.138,0,3,152513,86813.55,1,5,43
117510,45.65,2.917,182.9463648,8.724,0,3,200898,79431.84,0,5,44
117518,51.66,2.7319999999999998,210.6766095,8.324,0,3,203750,56611.27,0,5,12
117556,75.22,3.5060000000000002,191.09924619999998,8.567,0,3,200898,118370.6,1,5,26
117561,69.21,2.69,190.09900280000002,7.335,0,3,196321,68950.5,0,5,31
117565,71.67,3.2739999999999996,217.0048261,7.441,0,3,202307,62476.91,0,5,41
117570,42.15,2.842,126.60348390000001,8.107000000000001,0,3,219622,63321.99,0,5,13
117595,66.25,2.958,132.5218667,8.099,0,3,203819,54814.22,0,3,26
117602,46.38,3.492,211.41207569999997,7.082000000000001,1,3,203742,71560.26,1,2,47
117608,50.19,3.452,188.5024346,8.523,0,3,200898,120801.48,1,3,48
117621,70.32,3.7960000000000003,136.2136129,8.89,0,2,120653,49711.83,0,5,34
117631,86.05,3.638,219.0075249,6.425,0,3,155078,51162.09,0,5,32
117641,31.75,2.7769999999999997,204.49407340000002,8.187000000000001,0,3,203742,85094.37,0,5,9
117670,51.34,3.903,197.6063534,6.169,0,2,57197,49713.27,1,5,18
117673,47.65,3.53,188.0632345,8.523,0,3,200898,57519.51,1,5,45
117693,72.19,3.554,193.9110133,6.901,0,3,196321,58027.81,0,3,31
117699,46.57,2.884,126.87948390000001,7.127000000000001,0,3,205863,51614.48,0,5,50
117716,67.24,3.613,197.8788621,6.432,0,3,196321,49618.49,1,3,28
117745,61.87,3.906,215.44487090000004,7.931,0,3,203750,87420.17,0,5,18
117760,49.67,3.148,127.0876774,9.003,1,2,126512,88211.64,0,5,52
117762,87.57,3.5239999999999996,214.83686780000002,7.852,0,3,203750,114945.04,0,5,26
117774,64.79,3.361,129.78216129999998,5.143,0,3,205863,97077.45,0,5,42
117783,55.69,3.801,131.02877420000002,6.235,0,2,93188,64658.55,1,5,21
117813,29.81,2.781,191.14301890000002,7.507999999999999,0,3,196321,55112.2,0,5,51
117819,78.04,3.6660000000000004,221.6556,6.622999999999999,0,3,184109,61837.07,1,5,39
117832,74.48,3.742,191.00917119999997,8.567,0,3,200898,69146.37,1,3,22
117840,54.34,2.9619999999999997,126.4420645,9.765,0,2,126512,50585.42,0,2,5
117858,83.15,2.623,211.10038540000002,7.787000000000001,0,3,151315,65960.35,0,3,28
117860,84.06,3.594,213.8402689,8.3,0,3,184109,67846.18,0,5,25
117863,66.98,2.78,210.0505833,8.2,0,3,202307,78670.22,0,5,17
117866,36.07,2.805,131.784,5.892,0,2,114533,104909.72,0,3,10
117874,31.05,2.909,131.637,8.326,0,3,203819,52770.01,0,5,7
117879,61.5,3.045,216.5843571,7.551,0,3,207499,103141.51,0,3,7
117884,42.09,3.051,191.9178331,8.818,0,3,203007,51903.71,0,5,7
117887,70.5,3.5060000000000002,223.0783366,6.17,0,3,203750,124776.52,1,5,43
117911,35.38,3.145,130.5502069,6.104,0,3,219622,83652.27,1,5,8
117926,31.43,3.193,204.6487803,7.343,0,3,203742,88425.09,0,3,1
117948,36.0,2.7539999999999996,135.5195191,9.262,0,2,103681,130327.03,0,3,8
117953,69.42,3.4730000000000003,214.25215730000002,8.027999999999999,0,3,202307,76085.88,0,5,12
117961,36.85,3.695,189.8424834,8.424,0,3,200898,52452.74,1,5,7
117963,52.14,4.124,138.0332,8.982999999999999,0,3,203819,52093.84,1,5,18
117964,80.37,3.187,130.7196333,4.377,0,3,205863,79372.92,1,5,27
117970,52.05,3.7569999999999997,136.50177419999997,7.8660000000000005,0,3,203819,54506.24,0,5,42
117979,51.3,3.3810000000000002,127.85912900000001,11.081,1,3,206302,62532.13,0,5,6
117989,76.0,4.0760000000000005,142.500303,8.238999999999999,1,3,204184,67676.85,1,2,36
117998,51.18,3.1719999999999997,220.29376859999996,6.551,0,3,202505,50302.8,1,5,48
118007,42.75,3.5469999999999997,128.8238065,7.193,0,3,219622,74864.36,0,2,14
118022,41.59,3.389,140.528765,8.745,0,2,103681,57325.84,1,5,51
118027,20.61,3.2430000000000003,136.9706544,8.458,0,2,119557,55441.28,0,3,4
118038,47.2,4.0,216.1150568,7.292999999999999,0,3,203742,105059.88,1,5,41
118050,71.25,3.747,208.84243590000003,7.274,0,3,203742,94998.98,0,5,33
118060,35.34,2.8339999999999996,131.8242903,8.488,0,3,152513,62974.75,0,5,11
118104,85.55,3.5239999999999996,215.18413680000003,7.962000000000001,0,3,151315,120155.9,0,5,26
118107,83.96,2.637,210.2108417,8.464,0,3,184109,52777.47,0,5,24
118113,73.03,3.717,213.9332167,9.285,0,1,41062,62187.67,1,5,37
118118,60.22,4.202,138.587106,7.725,0,3,204184,75291.72,0,2,20
118141,59.3,3.63,220.4866886,7.057,0,3,203750,48558.92,1,5,9
118153,63.41,3.866,129.04443329999998,5.946000000000001,0,3,205863,72119.04,0,5,18
118155,53.1,3.775,136.472,7.8660000000000005,0,3,203819,61536.96,0,5,40
118159,53.74,2.903,132.75166670000002,8.067,0,3,203819,125447.57,0,5,40
118162,32.99,3.445,136.53351609999999,4.42,0,2,114533,135083.57,1,5,50
118181,67.84,3.622,215.07439390000002,7.682,0,3,151315,126746.25,0,5,14
118212,56.36,3.5239999999999996,214.48869080000003,7.931,0,1,42988,63421.29,0,5,13
118231,6.23,2.891,127.19177420000001,6.8660000000000005,0,2,93188,59977.5,0,5,1
118232,64.34,3.989,135.0837333,8.212,0,3,203819,55439.53,0,2,24
118243,60.69,3.36,218.8619099,7.244,0,3,184109,67102.6,1,5,5
118249,74.97,2.7230000000000003,190.2611552,9.017000000000001,0,3,203007,52985.54,0,5,32
118252,42.78,2.917,205.16083700000001,7.484,0,3,203742,105909.67,0,5,44
118259,71.67,3.2739999999999996,217.0048261,7.441,0,3,202307,52291.79,0,5,41
118263,31.56,3.055,196.77966519999998,6.5889999999999995,0,3,196321,50353.55,1,5,3
118276,30.46,3.139,136.5292811,8.572000000000001,0,2,119557,78379.39,0,4,50
118280,50.02,4.061,138.2475036,7.725,0,3,204184,76690.69,0,2,16
118283,37.64,3.287,127.19177420000001,11.081,0,3,206302,82551.98,0,5,1
118285,42.15,2.842,126.60348390000001,8.107000000000001,0,3,219622,109680.84,0,5,13
118313,72.2,4.0760000000000005,138.4729355,8.193,1,3,203819,62339.48,1,5,36
118364,76.73,3.7489999999999997,221.30951659999997,6.891,0,3,202307,80841.58,1,5,18
118375,57.14,3.758,136.36700000000002,4.584,0,2,114533,48225.68,0,3,38
118395,65.97,3.7560000000000002,130.82953329999998,5.965,0,3,219622,164625.75,1,5,24
118405,68.11,3.8089999999999997,136.27458059999998,8.89,1,2,120653,48654.62,0,5,36
118423,78.16,3.2560000000000002,220.6063444,6.622999999999999,0,3,184109,63533.8,1,2,28
